연도,광역시도,기초지자체,광역주관,축제명,유형,개최기간,개최장소,개최방식,시작월,계절,최초개최년도,운영연수,연수구간,"예산합계
(백만원)","국비
(백만원)","지방비
(백만원)","기타
(백만원)","방문객합계
(前년실적)","내국인
(前년)","외국인
(前년)",방문객상태,"예산효율
(명/백만)","1인당예산
(원)","외국인비중
(%)","국비비중
(%)",전담조직명,조직유형,국비지원부처,인구감소지역_여부,문화관광축제_지정여부,기초인구수,관계인구지수,총방문객,총예산_백만,국비_백만,지방비_백만,기타_백만,외국인방문객,외국인비중_재산출,국비의존도_재산출,자체자립도_비율,개최일수_추정,예산효율_명_백만,1인당투입예산_원,일평균방문객,일평균투입예산_백만,전담조직_유무,국비지원_여부,규모등급_5단계,투자효율등급
2023,경상북도,울릉군,N,2023년 울릉도 눈축제,자연생태,02.03.~02.05.,나리분지,대면,2.0,겨울,,,미상,80.0,,80.0,,0.0,,,정상,0.0,,,,,없음/미상,,1,0,,,0.0,80.0,,80.0,,,0.0,,100.0,3,0.0,,0.0,26.666666666666668,0,0,,
2023,경상남도,창원시,N,기업사랑 시민축제,주민화합,5월 중,"창원시
일원",혼합,,미상,2004.0,20.0,중기(6~20년),140.0,,140.0,,,,,미기재,,,,,창원기업사랑협의회,기타조직,-,0,0,,,,140.0,,140.0,,,0.0,,100.0,1,,,,46.666666666666664,1,0,,
2023,경상남도,창원시,N,마산어시장 축제,특산물,9~10월 중,"마산
어시장
일원",대면,,미상,2000.0,24.0,장기(21년↑),64.0,,64.0,,,10000.0,,미기재,,,,,마산어시장상인회,기타조직,-,0,0,,,,64.0,,64.0,,,0.0,,100.0,3,,,,21.333333333333332,1,0,,
2023,경상남도,창원시,N,이주민 문화다양성 축제(MAMF),주민화합,10.20~10.22,"용지공원, 성산아트홀",대면,10.0,가을,2010.0,14.0,중기(6~20년),1000.0,500.0,450.0,50.0,,220000.0,,미기재,,,,50.0,MAMF추진위원회,추진위원회,문화체육관광부,0,0,,,,1000.0,500.0,450.0,50.0,,0.0,50.0,50.0,3,,,,333.3333333333333,1,1,,
2023,경상남도,창원시,N,전통시장 맥주축제,주민화합,10월 중,전통시장 인근 광장,대면,,미상,2019.0,5.0,단기(2~5년),50.0,,50.0,,,5000.0,,미기재,,,,,-,기타조직,-,0,0,,,,50.0,,50.0,,,0.0,,100.0,1,,,,16.666666666666668,0,0,,
2023,경상남도,창원시,N,진해중앙시장 축제,주민화합,10월 중,진해중앙시장일원,대면,,미상,2017.0,7.0,중기(6~20년),29.7,,27.0,2.7,,3000.0,,미기재,,,,,진해중앙시장상인회,기타조직,-,0,0,,,,29.7,,27.0,2.7,,0.0,,100.0,1,,,,9.9,1,0,,
2023,경상남도,창원시,N,눈 내리는 창동 거리 축제,주민화합,10~12월 중,창동거리 일원,대면,,미상,2020.0,4.0,단기(2~5년),20.0,,20.0,,,8000.0,,미기재,,,,,창동통합상가상인회,기타조직,-,0,0,,,,20.0,,20.0,,,0.0,,100.0,3,,,,6.666666666666667,1,0,,
2023,경상남도,창원시,N,충무지구 근대군항 문화페스타,전통역사,10월 중,충무지구 중원로 일원,대면,,미상,2019.0,5.0,단기(2~5년),200.0,120.0,80.0,,,500.0,,미기재,,,,60.0,"창원시도시재생지원센터
(충무지구현장지원센터)",기타조직,국토교통부,0,0,,,,200.0,120.0,80.0,,,0.0,60.0,40.0,1,,,,66.66666666666667,1,1,,
2023,경상남도,창원시,N,천주산 진달래축제,자연생태,3~4월 중,천주산,대면,,미상,2010.0,14.0,중기(6~20년),21.0,,21.0,,,50000.0,,미기재,,,,,천주산 진달래축제위원회,추진위원회,-,0,0,,,,21.0,,21.0,,,0.0,,100.0,3,,,,7.0,1,0,,
2023,경상남도,창원시,N,진동불꽃낙화축제,주민화합,4.14~4.16,진동 광암항 일원,대면,4.0,봄,2011.0,13.0,중기(6~20년),27.0,,27.0,,,500.0,,미기재,,,,,진동면청년회,기타조직,-,0,0,,,,27.0,,27.0,,,0.0,,100.0,3,,,,9.0,1,0,,
2023,경상남도,창원시,N,"진해군항제
(군악의장페스티벌, 승전행차 포함)",자연생태,3.25~4.3,진해구 일원,대면,3.0,봄,1963.0,61.0,장기(21년↑),1472.0,,1472.0,,,,,미기재,,,,,(사)이충무공선양군항제위원회,추진위원회,-,0,0,,,,1472.0,,1472.0,,,0.0,,100.0,3,,,,490.6666666666667,1,0,,
2023,경상남도,창원시,N,마산국화축제,자연생태,10~11월 중,마산해양신도시,대면,,미상,2000.0,24.0,장기(21년↑),1145.0,,1145.0,,,560000.0,,미기재,,,,,마산국화축제위원회,추진위원회,-,0,0,,,,1145.0,,1145.0,,,0.0,,100.0,3,,,,381.6666666666667,1,0,,
2023,경상남도,창원시,N,마금산온천축제,특산물,10월 중,마금산온천관광지,대면,,미상,2007.0,17.0,중기(6~20년),50.0,,40.0,10.0,,5000.0,,미기재,,,,,창원북면마금산온천축제추진위원회,추진위원회,-,0,0,,,,50.0,,40.0,10.0,,0.0,,100.0,1,,,,16.666666666666668,1,0,,
2023,경상남도,창원시,N,창원진동미더덕축제,특산물,4월 중,진동면 광암항 일원,대면,,미상,2005.0,19.0,중기(6~20년),130.5,,90.5,40.0,,200000.0,,미기재,,,,,창원진동미더덕축제위원회(창원서부수협),추진위원회,-,0,0,,,,130.5,,90.5,40.0,,0.0,,100.0,1,,,,43.5,1,0,,
2023,경상남도,창원시,N,진해만싱싱수산물축제,특산물,9~10월 중,진해수협 일원,대면,,미상,2019.0,5.0,단기(2~5년),113.5,,57.5,56.0,,4000.0,,미기재,,,,,진해수산업협동조합,기타조직,-,0,0,,,,113.5,,57.5,56.0,,0.0,,100.0,3,,,,37.833333333333336,1,0,,
2023,경상남도,창원시,N,창원홍하비축제,특산물,11월 중,3.15해양누리공원,대면,,미상,2022.0,2.0,단기(2~5년),100.0,,50.0,50.0,,5000.0,,미기재,,,,,마산수산업협동조합,기타조직,-,0,0,,,,100.0,,50.0,50.0,,0.0,,100.0,1,,,,33.333333333333336,1,0,,
2023,경상남도,창원시,N,창원단감축제,특산물,10월 중,창원단감테마공원,대면,,미상,1994.0,30.0,장기(21년↑),140.0,,100.0,40.0,,20000.0,,미기재,,,,,창원단감축제위원회,추진위원회,-,0,0,,,,140.0,,100.0,40.0,,0.0,,100.0,1,,,,46.666666666666664,1,0,,
2023,경상남도,창원시,N,동읍 무점마을 코스모스축제,자연생태,9~10월 중,무점마을 코스모스길 일원,대면,,미상,2016.0,8.0,중기(6~20년),20.0,,20.0,,,100000.0,,미기재,,,,,동읍행정복지센터,기타조직,-,0,0,,,,20.0,,20.0,,,0.0,,100.0,3,,,,6.666666666666667,1,0,,
2023,경상남도,창원시,N,소계동 산 벚꽃 축제,자연생태,3~4월 중,소계운동장 일원,대면,,미상,2013.0,11.0,중기(6~20년),30.0,,10.0,20.0,,1000.0,,미기재,,,,,소계동청년회,기타조직,-,0,0,,,,30.0,,10.0,20.0,,0.0,,100.0,3,,,,10.0,1,0,,
2023,경상남도,창원시,N,제9회 산호공원 꽃무릇축제,자연생태,9월 중,산호공원 일원,대면,,미상,2013.0,11.0,중기(6~20년),15.0,,15.0,,,3000.0,,미기재,,,,,산호동주민자치회,기타조직,-,0,0,,,,15.0,,15.0,,,0.0,,100.0,1,,,,5.0,1,0,,
2023,경상남도,진주시,N,제22회 진주논개제,전통역사,5월 중,"진주성
일원",대면,,미상,2002.0,22.0,장기(21년↑),620.0,,620.0,,42039.0,42009.0,30.0,정상,67.8,14748.0,0.1,,진주문화관광재단,재단법인,-,0,0,,,42039.0,620.0,,620.0,,30.0,0.07136230642974381,,100.0,1,67.80483870967743,14748.209995480387,14013.0,206.66666666666666,1,0,3등급,다소낮음
2023,경상남도,진주시,N,2023 진주남강유등축제,전통역사,10월 중,"진주성,
남강 일원",대면,,미상,2000.0,24.0,장기(21년↑),3980.0,,2800.0,1180.0,1620109.0,1620000.0,109.0,정상,407.1,2457.0,0.0,,진주문화예술재단,재단법인,-,0,0,,,1620109.0,3980.0,,2800.0,1180.0,109.0,0.0067279423791855985,,100.0,1,407.06256281407036,2456.6248320329064,540036.3333333334,1326.6666666666667,1,0,1등급(초대형),높음
2023,경상남도,진주시,N,제72회 개천예술제,전통역사,10월 중,"진주성,
남강 일원",대면,,미상,1949.0,75.0,장기(21년↑),2260.0,,1586.0,674.0,543041.0,543000.0,41.0,정상,240.3,4162.0,0.0,,한국예총진주지회,기타조직,-,0,0,,,543041.0,2260.0,,1586.0,674.0,41.0,0.007550074487930009,,100.0,1,240.28362831858408,4161.748376273615,181013.66666666666,753.3333333333334,1,0,1등급(초대형),다소높음
2023,경상남도,진주시,N,2023 코리아드라마페스티벌,문화예술,10월 중,"장대동
남강둔치
일원",대면,,미상,2006.0,18.0,중기(6~20년),1100.0,600.0,400.0,100.0,488030.0,488000.0,30.0,정상,443.7,2254.0,0.0,54.5,"코리아
드라마
페스티벌
조직위원회",추진위원회,문화체육관광부,0,0,,,488030.0,1100.0,600.0,400.0,100.0,30.0,0.006147163084236625,54.54545454545454,45.45454545454545,1,443.6636363636364,2253.959797553429,162676.66666666666,366.6666666666667,1,1,1등급(초대형),높음
2023,경상남도,진주시,N,진주 M2(뮤직&미디어)페스티벌,문화예술,8월 초,"망경동
남강둔치
일원",대면,,미상,2019.0,5.0,단기(2~5년),500.0,,500.0,,15040.0,15000.0,40.0,정상,30.1,33245.0,0.3,,㈜KNN,기타조직,-,0,0,,,15040.0,500.0,,500.0,,40.0,0.26595744680851063,,100.0,1,30.08,33244.68085106383,5013.333333333333,166.66666666666666,1,0,4등급,낮음
2023,경상남도,통영시,N,제62회 통영한산대첩축제,문화예술,8월 중,통영시 일원,대면,,미상,1962.0,62.0,장기(21년↑),1130.0,30.0,1100.0,,,160676.0,,미기재,,,,2.7,통영한산대첩문화재단,재단법인,문화체육관광부,0,1,,,,1130.0,30.0,1100.0,,,0.0,2.6548672566371683,97.34513274336283,1,,,,376.6666666666667,1,1,,
2023,경상남도,통영시,N,제7회 광도빛길 수국축제,자연생태,6월 중,광도천 수국길,대면,,미상,2017.0,7.0,중기(6~20년),40.0,,16.0,24.0,,500.0,,미기재,,,,,(사) 빛과 길,사단법인,-,0,0,,,,40.0,,16.0,24.0,,0.0,,100.0,1,,,,13.333333333333334,1,0,,
2023,경상남도,통영시,N,제18회 봉숫골 꽃나들이 축제,문화예술,4월 중,봉평동(봉숫골 아름다운 거리 및 용화사 광장 일원),대면,,미상,2003.0,21.0,장기(21년↑),50.0,,34.0,16.0,21000.0,20000.0,1000.0,정상,420.0,2381.0,4.8,,봉숫골벚꽃축제위원회,추진위원회,-,0,0,,,21000.0,50.0,,34.0,16.0,1000.0,4.761904761904762,,100.0,1,420.0,2380.9523809523807,7000.0,16.666666666666668,1,0,3등급,높음
2023,경상남도,사천시,N,"전통사찰과 함께하는 차 
문화체험 행사","문화예술
전통역사
기타(주민화합 등)",05.04.~06.03.,다솔사,대면,5.0,봄,2023.0,1.0,신규(1년),50.0,,50.0,,,,,미기재,,,,,밝은땅다솔축제 추진위원회,추진위원회,-,0,0,,,,50.0,,50.0,,,0.0,,100.0,3,,,,16.666666666666668,1,0,,
2023,경상남도,사천시,N,제15회 밝은땅 다솔축제 ,문화예술,5월 중,"곤명생태학습
체험장",대면,,미상,2010.0,14.0,중기(6~20년),22.0,,12.0,10.0,,500.0,,미기재,,,,,밝은땅다솔축제 추진위원회,추진위원회,-,0,0,,,,22.0,,12.0,10.0,,0.0,,100.0,1,,,,7.333333333333333,1,0,,
2023,경상남도,사천시,N,제25회 사천와룡문화제,문화예술,04.28.~04.30.,사천시청 광장일원,대면,4.0,봄,1995.0,29.0,장기(21년↑),330.0,,330.0,,,197993.0,,미기재,,,,,사천문화재단,재단법인,-,0,0,,,,330.0,,330.0,,,0.0,,100.0,3,,,,110.0,1,0,,
2023,경상남도,사천시,N,제1회 사천읍성 꽃무릇축제 (가칭),문화예술,9~10월 중,사천읍성,대면,,미상,2023.0,1.0,신규(1년),50.0,,50.0,,,,,미기재,,,,,"사천읍성꽃무릇축제추진위원회
(가칭)",추진위원회,-,0,0,,,,50.0,,50.0,,,0.0,,100.0,3,,,,16.666666666666668,1,0,,
2023,경상남도,사천시,N,제6회 곤양비봉내축제,"전통역사
기타(주민화합)",10월 중,곤양생활체육시설 일원,대면,,미상,2015.0,9.0,중기(6~20년),30.0,,30.0,,,,,미기재,,,,,"곤양비봉내
축제위원회",추진위원회,-,0,0,,,,30.0,,30.0,,,0.0,,100.0,1,,,,10.0,1,0,,
2023,경상남도,사천시,N,제15회 사천시농업한마당축제,특산물,10.27.~10.29.,사천시청 노을광장,대면,10.0,가을,2007.0,17.0,중기(6~20년),350.0,,350.0,,100100.0,100000.0,100.0,정상,286.0,3497.0,0.1,,사천시농업한마당축제추진위원회,추진위원회,-,0,0,,,100100.0,350.0,,350.0,,100.0,0.0999000999000999,,100.0,3,286.0,3496.5034965034965,33366.666666666664,116.66666666666667,1,0,2등급,다소높음
2023,경상남도,사천시,N,제8회 사천시 비토별주부전축제,"문화예술
기타(주민화합 등)",4월 중,"비토해양
낚시공원앞 주차장",대면,,미상,2014.0,10.0,중기(6~20년),100.0,,40.0,60.0,5300.0,5000.0,300.0,정상,53.0,18868.0,5.7,,"별주부전
축제추진
위원회",추진위원회,-,0,0,,,5300.0,100.0,,40.0,60.0,300.0,5.660377358490567,,100.0,1,53.0,18867.924528301886,1766.6666666666667,33.333333333333336,1,0,4등급,다소낮음
2023,경상남도,사천시,N,제4회 선진리성벚꽃축제,문화예술,03.25~04.02.,선진리성 일원,대면,3.0,봄,2017.0,7.0,중기(6~20년),35.0,,30.0,5.0,,5000.0,,미기재,,,,,"선진리성
벚꽃축제
위원회",추진위원회,-,0,0,,,,35.0,,30.0,5.0,,0.0,,100.0,3,,,,11.666666666666666,1,0,,
2023,경상남도,사천시,N,"2023 사천우주항공축제
(가칭)
<문화체육과 주관 
대한민국 NASA 사천 
페스티벌 연계 추진>",주민화합,10월 중,미정,대면,,미상,2004.0,20.0,중기(6~20년),1700.0,,1700.0,,400727.0,390727.0,10000.0,정상,235.7,4242.0,2.5,,"사천에어쇼
추진위원회",추진위원회,-,0,0,,,400727.0,1700.0,,1700.0,,10000.0,2.4954644932834573,,100.0,1,235.72176470588235,4242.289638581878,133575.66666666666,566.6666666666666,1,0,1등급(초대형),다소높음
2023,경상남도,사천시,N,제13회 사천시 주민복지 박람회,주민화합,6.9.~6.10.,삼천포체육관,대면,6.0,여름,2009.0,15.0,중기(6~20년),80.0,,80.0,,,3000.0,,미기재,,,,,사천시자원봉사단체협의회,기타조직,-,0,0,,,,80.0,,80.0,,,0.0,,100.0,3,,,,26.666666666666668,1,0,,
2023,경상남도,사천시,N,2023 사천시 삼천포항 수산물축제,특산물,4.21.~4.23.,삼천포대교공원,대면,4.0,봄,2005.0,19.0,중기(6~20년),200.0,,190.0,10.0,,150000.0,,미기재,,,,,사천시삼천포항수산물축제추진위원회,추진위원회,-,0,0,,,,200.0,,190.0,10.0,,0.0,,100.0,3,,,,66.66666666666667,1,0,,
2023,경상남도,사천시,N,제20회 사천시 삼천포항 자연산 전어축제,특산물,7.27.~7.30.,팔포음식특화지구,대면,7.0,여름,2002.0,22.0,장기(21년↑),161.0,,141.0,20.0,,210000.0,,미기재,,,,,사천시삼천포항자연산전어축제추진위원회,추진위원회,-,0,0,,,,161.0,,141.0,20.0,,0.0,,100.0,3,,,,53.666666666666664,1,0,,
2023,경상남도,김해시,N,허왕후신행길 축제,문화예술,10월 중,수로왕릉,대면,,미상,2014.0,10.0,중기(6~20년),225.0,,225.0,,,21846.0,,미기재,,,,,-,기타조직,-,0,0,,,,225.0,,225.0,,,0.0,,100.0,1,,,,75.0,0,0,,
2023,경상남도,김해시,N,제28회 김해분청도자기축제,문화예술,10월 중,김해분청도자박물관일원,대면,,미상,2007.0,17.0,중기(6~20년),357.0,,357.0,,,41648.0,,미기재,,,,,-,기타조직,-,0,1,,,,357.0,,357.0,,,0.0,,100.0,1,,,,119.0,0,0,,
2023,경상남도,김해시,N,(가칭)제1회 봄의 하얀 눈꽃 축제,주민화합,3월 중,북부동,대면,,미상,2023.0,1.0,신규(1년),33.0,,30.0,3.0,,,,미기재,,,,,(가칭) 북부동 축제 추진위원회,추진위원회,-,0,0,,,,33.0,,30.0,3.0,,0.0,,100.0,1,,,,11.0,1,0,,
2023,경상남도,김해시,N,불암장어문화축제,특산물,6. 24.~6. 25.,불암동,대면,6.0,여름,2018.0,6.0,중기(6~20년),,,,,,800.0,,미기재,,,,,-,기타조직,-,0,0,,,,,,,,,0.0,0.0,0.0,3,,,,,0,0,,
2023,경상남도,김해시,N,세계크리스마스문화축제,주민화합,12. 1.~12. 31.,분성광장 등,대면,12.0,겨울,2013.0,11.0,중기(6~20년),50.0,,45.0,5.0,500.0,400.0,100.0,정상,10.0,100000.0,20.0,,-,기타조직,-,0,0,,,500.0,50.0,,45.0,5.0,100.0,20.0,,100.0,3,10.0,100000.0,166.66666666666666,16.666666666666668,0,0,5등급(소규모),낮음
2023,경상남도,김해시,N,2023년 가야문화축제,문화예술,5. 5. ~ 5. 7.,"수릉원, 가야의 거리 일원 등",대면,5.0,봄,1962.0,62.0,장기(21년↑),1115.0,,1015.0,100.0,249612.0,242983.0,6629.0,정상,223.9,4467.0,2.7,,(사)가야문화축제제전위원회,추진위원회,-,0,0,,,249612.0,1115.0,,1015.0,100.0,6629.0,2.6557216800474337,,100.0,3,223.86726457399104,4466.9326795186125,83204.0,371.6666666666667,1,0,1등급(초대형),다소높음
2023,경상남도,김해시,N,제8회 김해꽃축제,특산물,5월 중,대동생태체육공원,혼합,,미상,1993.0,31.0,장기(21년↑),600.0,,300.0,300.0,,115043.0,,미기재,,,,,김해꽃축제추진위원회,추진위원회,-,0,0,,,,600.0,,300.0,300.0,,0.0,,100.0,1,,,,200.0,1,0,,
2023,경상남도,김해시,N,제39회 김해진영단감축제,특산물,10. 27. - 10. 29.,진영공설운동장 일원,대면,10.0,가을,1985.0,39.0,장기(21년↑),200.0,,180.0,20.0,27000.0,25000.0,2000.0,정상,135.0,7407.0,7.4,,김해단감축제위원회,추진위원회,-,0,0,,,27000.0,200.0,,180.0,20.0,2000.0,7.4074074074074066,,100.0,1,135.0,7407.407407407408,9000.0,66.66666666666667,1,0,3등급,보통
2023,경상남도,김해시,N,제3회 김해국제의생명과학축제,주민화합,6. 16. ~ 6. 17.,"김해중소기업
비즈니스센터",혼합,6.0,여름,2021.0,3.0,단기(2~5년),150.0,,150.0,,,3000.0,,미기재,,,,,-,기타조직,-,0,0,,,,150.0,,150.0,,,0.0,,100.0,3,,,,50.0,0,0,,
2023,경상남도,김해시,N,김해시평생학습과학축제,주민화합,10. 21. ~ 10. 22.,수릉원,대면,10.0,가을,,,미상,144.0,,144.2,,,40000.0,,미기재,,,,,김해시평생학습축제위원회,추진위원회,-,0,0,,,,144.0,,144.2,,,0.0,,100.13888888888889,3,,,,48.0,1,0,,
2023,경상남도,김해시,N,"
제5회 김해독서대전",문화예술,10월 중,"수릉원 및 
시립도서관 등 
관내 일원",대면,,미상,2019.0,5.0,단기(2~5년),159.0,20.0,139.0,,,25000.0,,미기재,,,,12.6,김해시 인재육성지원과,기타조직,문화체육관광부,0,0,,,,159.0,20.0,139.0,,,0.0,12.578616352201259,87.42138364779875,1,,,,53.0,1,1,,
2023,경상남도,김해시,N,제26회 김해전국민속소싸움대회,전통역사,미정,미정,미정,,미상,1993.0,31.0,장기(21년↑),,,,,,,,미기재,,,,,-,기타조직,-,0,0,,,,,,,,,0.0,0.0,0.0,1,,,,,0,0,,
2023,경상남도,김해시,N,김해 한우축제,특산물,5월 중,대동면,대면,,미상,2022.0,2.0,단기(2~5년),80.0,,80.0,,,,,미기재,,,,,-,기타조직,-,0,0,,,,80.0,,80.0,,,0.0,,100.0,1,,,,26.666666666666668,0,0,,
2023,경상남도,밀양시,N,제65회 밀양아리랑대축제,전통역사,5.18.~5.21.,영남루 및 밀양강변일원,대면,5.0,봄,1957.0,67.0,장기(21년↑),23100.0,30.0,2280.0,,428020.0,423700.0,4320.0,정상,18.5,53969.0,1.0,0.1,밀양문화관광재단,재단법인,문화체육관광부,1,0,,,428020.0,23100.0,30.0,2280.0,,4320.0,1.009298630905098,0.12987012987012986,9.87012987012987,3,18.52900432900433,53969.44068034204,142673.33333333334,7700.0,1,1,1등급(초대형),낮음
2023,경상남도,밀양시,N,2023 가을 밀양강 오딧세이,문화예술,10월 중,영남루 및 밀양강변일원,대면,,미상,2015.0,9.0,중기(6~20년),800.0,,800.0,,,,,미기재,,,,,밀양문화관광재단,재단법인,-,1,0,,,,800.0,,800.0,,,0.0,,100.0,1,,,,266.6666666666667,1,0,,
2023,경상남도,밀양시,N,밀양공연예술축제,문화예술,7.29.~8.5.,밀양아리나 일원,대면,7.0,여름,2021.0,3.0,단기(2~5년),800.0,,800.0,,,9000.0,,미기재,,,,,밀양문화관광재단,재단법인,-,1,0,,,,800.0,,800.0,,,0.0,,100.0,3,,,,266.6666666666667,1,0,,
2023,경상남도,밀양시,N,제14회 밀양대추축제,특산물,10월 중,밀양시 단장면,대면,,미상,2008.0,16.0,중기(6~20년),20.0,,20.0,,,7000.0,,미기재,,,,,밀양대추축제추진위원회,추진위원회,-,1,0,,,,20.0,,20.0,,,0.0,,100.0,1,,,,6.666666666666667,1,0,,
2023,경상남도,밀양시,N,밀양무안맛나향고추 소비지행사,특산물,12.8.~12.10.,대도시 대형마트(예정),대면,12.0,겨울,2004.0,20.0,중기(6~20년),42.0,,21.0,21.0,,1000.0,,미기재,,,,,밀양무안맛나향고추작목회,기타조직,-,1,0,,,,42.0,,21.0,21.0,,0.0,,100.0,3,,,,14.0,1,0,,
2023,경상남도,밀양시,N,제25회 밀양얼음골사과축제,특산물,11.04.~11.05.,밀양얼음골공영주차장,대면,11.0,가을,1998.0,26.0,장기(21년↑),62.0,,31.0,31.0,7500.0,7000.0,500.0,정상,121.0,8267.0,6.7,,얼음골사과발전협의회영농조합법인,기타조직,-,1,0,,,7500.0,62.0,,31.0,31.0,500.0,6.666666666666667,,100.0,3,120.96774193548387,8266.666666666666,2500.0,20.666666666666668,1,0,4등급,보통
2023,경상남도,밀양시,N,"초동연가길 축제(꽃양귀비, 코스모스)",자연생태,"양귀비 5.19.~5.21.
코스모스 10.7.~10.9.",밀양시 초동면 연가길,대면,5.0,봄,2021.0,3.0,단기(2~5년),40.0,,40.0,,,15000.0,,미기재,,,,,-,기타조직,-,1,0,,,,40.0,,40.0,,,0.0,,100.0,3,,,,13.333333333333334,0,0,,
2023,경상남도,거제시,N,거제맹종대나무축제,특산물,3~4월 중,하청면 와항마을 맹종죽테마파크,대면,,미상,2012.0,12.0,중기(6~20년),40.0,,20.0,20.0,,,,미기재,,,,,거제시 농업지원과,기타조직,-,0,0,,,,40.0,,20.0,20.0,,0.0,,100.0,3,,,,13.333333333333334,1,0,,
2023,경상남도,거제시,N,제61회 거제옥포대첩축제,"문화예술
전통역사",6.16.~6.18.,옥포대첩기념공원 일원,대면,6.0,여름,1962.0,62.0,장기(21년↑),470.0,,470.0,,,,,미기재,,,,,거제시 문화예술과,기타조직,-,0,0,,,,470.0,,470.0,,,0.0,,100.0,3,,,,156.66666666666666,1,0,,
2023,경상남도,거제시,N,제4회 남부면 수국축제,자연생태,7월 중,남부면 저구항,대면,,미상,2018.0,6.0,중기(6~20년),30.0,,30.0,,1160.0,1100.0,60.0,정상,38.7,25862.0,5.2,,남부면 발전협의회,기타조직,-,0,0,,,1160.0,30.0,,30.0,,60.0,5.172413793103448,,100.0,1,38.666666666666664,25862.068965517243,386.6666666666667,10.0,1,0,5등급(소규모),낮음
2023,경상남도,거제시,N,2023 거제 바다로세계로,주민화합,7.28~7.30,"구조라
해수욕장 외 2곳",대면,7.0,여름,1999.0,25.0,장기(21년↑),720.0,,590.0,130.0,176219.0,175615.0,604.0,정상,244.7,4086.0,0.3,,거제시 관광과,기타조직,-,0,0,,,176219.0,720.0,,590.0,130.0,604.0,0.34275532150335664,,100.0,3,244.7486111111111,4085.8250245433237,58739.666666666664,240.0,1,0,1등급(초대형),다소높음
2023,경상남도,거제시,N,제12회 거제둔덕포도축제,특산물,9.15.~9.17.,둔덕면일원,혼합,9.0,가을,2013.0,11.0,중기(6~20년),90.0,,90.0,,,,,미기재,,,,,거제시농업관광과,기타조직,-,0,0,,,,90.0,,90.0,,,0.0,,100.0,3,,,,30.0,1,0,,
2023,경상남도,거제시,N,제11회 청사초롱 가을추억 만들기 축제,자연생태,10.22.,삼거동 일원,대면,10.0,가을,2022.0,2.0,단기(2~5년),10.0,5.0,5.0,,,100.0,,미기재,,,,50.0,"청사초롱 가을추억만들기 축제추진위원회
축제 추진위원회",추진위원회,농식품부,0,0,,,,10.0,5.0,5.0,,,0.0,50.0,50.0,1,,,,3.3333333333333335,1,1,,
2023,경상남도,거제시,N,제17회 거제섬꽃축제,문화예술,10.28.~11.5.,거제시농업개발원,대면,10.0,가을,2006.0,18.0,중기(6~20년),504.0,,504.0,,,203109.0,,미기재,,,,,거제시 농업관광과,기타조직,-,0,0,,,,504.0,,504.0,,,0.0,,100.0,3,,,,168.0,1,0,,
2023,경상남도,거제시,N,제16회 거제대구수산물축제,특산물,12월 중,외포항,대면,,미상,2005.0,19.0,중기(6~20년),85.0,,35.0,50.0,,,,미기재,,,,,거제대구수산물 축제위원회,추진위원회,-,0,0,,,,85.0,,35.0,50.0,,0.0,,100.0,1,,,,28.333333333333332,1,0,,
2023,경상남도,양산시,N,제15회 원동고로쇠축제,특산물,02.15.~3.15.,배내골홍보관 일원,대면,2.0,겨울,2006.0,18.0,중기(6~20년),5.0,,5.0,,,1000.0,,미기재,,,,,배내골주민자치위원회,추진위원회,-,0,0,,,,5.0,,5.0,,,0.0,,100.0,3,,,,1.6666666666666667,1,0,,
2023,경상남도,양산시,N,제6회 원동미나리축제,특산물,02.21.~.4.30.,원동면,대면,2.0,겨울,2015.0,9.0,중기(6~20년),20.0,,20.0,,,5000.0,,미기재,,,,,원동면주민자치회,기타조직,-,0,0,,,,20.0,,20.0,,,0.0,,100.0,3,,,,6.666666666666667,1,0,,
2023,경상남도,양산시,N,제17회 원동매화축제,특산물,3.18.~3.19.,원동마을 일원,대면,3.0,봄,2007.0,17.0,중기(6~20년),255.0,,255.0,,,10000.0,,미기재,,,,,원동매화축제추진위원회,추진위원회,-,0,0,,,,255.0,,255.0,,,0.0,,100.0,3,,,,85.0,1,0,,
2023,경상남도,양산시,N,제14회 배내골사과축제,특산물,11.4.~11.5.,배내골홍보관 일원,대면,11.0,가을,2010.0,14.0,중기(6~20년),10.0,,10.0,,,500.0,,미기재,,,,,배내골주민자치위원회,추진위원회,-,0,0,,,,10.0,,10.0,,,0.0,,100.0,3,,,,3.3333333333333335,1,0,,
2023,경상남도,양산시,N,제5회 양산차문화축제,특산물,10월 중,통도문화예술의거리,대면,,미상,2017.0,7.0,중기(6~20년),20.0,,20.0,,,1500.0,,미기재,,,,,통도예술마을협동조합,기타조직,-,0,0,,,,20.0,,20.0,,,0.0,,100.0,1,,,,6.666666666666667,1,0,,
2023,경상남도,양산시,N,2023 양산삽량문화축전,"문화예술
전통역사
기타(주민화합 등)",10월 중,양산천둔치 일원 및 양산종합운동장,대면,,미상,1986.0,38.0,장기(21년↑),770.0,,770.0,,,57080.0,,미기재,,,,,양산삽량문화축전 추진위원회,추진위원회,-,0,0,,,,770.0,,770.0,,,0.0,,100.0,1,,,,256.6666666666667,1,0,,
