"지역축제 개최계획 통합 정제 데이터 (2023~2026) | 총 4,783개 | 방문객=전년 실적값",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28
2023,충청남도,홍성군,N,홍성남당항대하축제,특산물,9월중,남당항,대면,,미상,1996,28,장기(21년↑),50,,50,,995,970,25,정상,19.9,50251,2.5,,남당항축제추진위원회,추진위원회,
2023,충청남도,홍성군,N,광천토굴새우젓축제,특산물,10월중,광천전통시장,대면,,미상,1996,28,장기(21년↑),50,,50,,830,800,30,정상,16.6,60241,3.6,,광천토굴새우젓축제추진위원회,추진위원회,
2023,충청남도,홍성군,N,홍성한우바비큐페스티벌,특산물,10.20.~10.22.,홍주읍성,대면,10,가을,2019,5,단기(2~5년),500,,500,,0,,,정상,0,,,,홍주문화관광재단,재단법인,
2023,충청남도,홍성군,N,광천김축제,특산물,12.01~12.31.,광천전통시장,대면,12,겨울,1996,28,장기(21년↑),50,,50,,830,800,30,정상,16.6,60241,3.6,,광천김축제추진위원회,추진위원회,
2023,충청남도,예산군,N,제50회 윤봉길 평화축제,역사인물,4월~5월중,덕산면 충의사일원,대면,,미상,1973,51,장기(21년↑),200,,200,,30862,30862,,정상,154.3,6480,,,공모선정 후 추진,기타조직,
2023,충청남도,예산군,N,예산황새축제,자연생태,9월중,예산황새공원,대면,,미상,2018,6,중기(6~20년),80,,80,,4349,4349,,정상,54.4,18395,,,공모선정 후 추진,기타조직,
2023,충청남도,예산군,N,제7회 예산장터삼국축제,자연생태,10.20.~10.26.,예산전통시장내 백종원국밥거리일원,대면,10,가을,2017,7,중기(6~20년),290,,290,,364245,364245,,정상,1256,796,,,공모선정 후 추진,기타조직,
2023,충청남도,예산군,N,제20회 예산황토사과축제,특산물,11월중,예산역전시장내 주차창일원,대면,,미상,1983,41,장기(21년↑),200,,200,,53816,53816,,정상,269.1,3716,,,공모선정 후 추진,기타조직,
2023,충청남도,예산군,N,2023 의좋은형제축제,전통역사,11월중,대흥면 의좋은형제공원,대면,,미상,2005,19,중기(6~20년),200,,200,,43649,43649,,정상,218.2,4582,,,공모선정 후 추진,기타조직,
2023,충청남도,태안군,N,제11회 몽산포항 주꾸미축제,특산물,4월중,몽산포항,대면,,미상,2010,14,중기(6~20년),98,,49,49,100000,100000,,정상,1020.4,980,,,공모선정 후 추진,기타조직,
2023,충청남도,태안군,N,제19회 태안 국제 모래조각 페스티벌,자연생태,5~6월중,미정,대면,,미상,2003,21,장기(21년↑),90,,90,,15000,15000,,정상,166.7,6000,,,공모선정 후 추진,기타조직,
2023,충청남도,태안군,N,2023년 태안거리축제,문화관광,10월중,태안읍 중앙로 일원,대면,,미상,2002,22,장기(21년↑),90,,80,10,20000,15000,5000,정상,222.2,4500,25,,태안거리축제추진위원회,추진위원회,
2023,충청남도,태안군,N,2023 태안국화축제,자연생태,10.27~11.05,옥파 이종일선생 생가지,대면,10,가을,2021,3,단기(2~5년),300,,280,20,12350,12350,,정상,41.2,24291,,,공모선정 후 추진,기타조직,
2023,충청남도,태안군,N,2023년 대한민국 사구축제,자연생태,11월중,해안사구일원,대면,,미상,2015,9,중기(6~20년),60,,60,,20000,20000,,정상,333.3,3000,,,공모선정 후 추진,기타조직,
2023,전북특별자치도,(광역주관),Y,전주세계소리축제,문화예술,9월 중,한국소리문화전당,대면,,미상,2001,23,장기(21년↑),2995,,2621,374,40000,40000,,정상,13.4,74875,,,(사)전주세계소리축제조직위원회,추진위원회,
2023,전북특별자치도,전주시,N,전주국제영화제,문화예술,4.27.~5.6.,영화의거리일원,혼합,4,봄,2000,24,장기(21년↑),5650,850,3500,1300,61890,61890,,정상,11,91291,,15,(재)전주국제영화제조직위원회,추진위원회,문체부
2023,전북특별자치도,전주시,N,전주 단오,전통역사,6.22.~6.24.,덕진공원 일원,혼합,6,여름,1959,65,장기(21년↑),120,,120,,7000,7000,,정상,58.3,17143,,,(사)풍남문화법인,사단법인,
2023,전북특별자치도,전주시,N,전주얼티밋뮤직페스티벌,문화예술,8.4.~8.6.(예정),전주종합경기장,혼합,8,여름,2016,8,중기(6~20년),450,,450,,1500,1500,,정상,3.3,300000,,,전주문화방송,기타조직,
2023,전북특별자치도,전주시,N,전주비빔밥축제,특산물,10.6~10.9,한옥마을일원,대면,10,가을,2010,14,중기(6~20년),40,,40,,38570,38570,,정상,964.2,1037,,,전주시,기타조직,
2023,전북특별자치도,전주시,N,얼굴없는천사 축제,전통역사,10.3~10.4,노송동 천사공원,혼합,10,가을,2011,13,중기(6~20년),40,,40,,500,500,,정상,12.5,80000,,,얼굴없는천사축제조직위원회,추진위원회,
2023,전북특별자치도,군산시,N,2023 어촌체험 섬마을 작은 축제,기타(어촌마을 홍보),미정,고군산군도 일대,대면,,미상,2022,2,단기(2~5년),50.8,0,35.6,15.2,500,500,,정상,9.8,101600,,0,미정(어촌계 등(마을운영위원회)),추진위원회,-
2023,전북특별자치도,군산시,N,제18회 꽁당보리축제,특산물,05.04~05.07,미성동,대면,5,봄,2006,18,중기(6~20년),100,0,100,0,0,,,정상,0,,,0,군산꽁당보리축제위원회,추진위원회,
2023,전북특별자치도,군산시,N,군산 수제맥주 & 블루스 페스티벌,"문화예술
특산물",6~9월 중,내항 및 째보선창 일원,대면,,미상,2022,2,단기(2~5년),200,,200,,16700,16700,,정상,83.5,11976,,,군산시,기타조직,
2023,전북특별자치도,군산시,N,제6회 우체통거리 손편지축제,주민화합,09.08~09.09,"우체통거리1길,2길",대면,9,가을,2018,6,중기(6~20년),29,0,29.3,0,500,500,,정상,17.2,58000,,0,우체통거리경관협정운영회,기타조직,
2023,전북특별자치도,군산시,N,제55회 진포예술제,문화예술,10.01~10.05,예술의전당 등,대면,10,가을,1969,55,장기(21년↑),122,0,122,0,3000,3000,,정상,24.6,40667,,0,(사)한국예총군산지회,사단법인,
2023,전북특별자치도,군산시,N,제11회 군산시간여행축제,"전통역사
문화예술",10월 중,"시간여행마을권역
구시청광장",혼합,,미상,2013,11,중기(6~20년),888,0,818,70,95139,95139,,정상,107.1,9334,,0,"군산시간여행축제
추진위원회",추진위원회,
2023,전북특별자치도,군산시,N,제3회 짬뽕페스티벌,기타,10.08~10.09,짬뽕특화거리,대면,10,가을,2020,4,단기(2~5년),90,0,90,0,80200,80000,200,정상,891.1,1122,0.2,0,군산시,기타조직,
2023,전북특별자치도,익산시,N,2023 익산서동축제,문화예술,10월 중,금마면 서동공원,대면,,미상,2004,20,중기(6~20년),950,,950,,69486,69486,,정상,73.1,13672,,,(재)익산문화관광재단,재단법인,
2023,전북특별자치도,익산시,N,제20회 익산 천만송이 국화축제,자연생태,10월 중,중앙체육공원,대면,,미상,2004,20,중기(6~20년),1319,,1319,,630000,630000,,정상,477.6,2094,,,익산시,기타조직,
2023,전북특별자치도,익산시,N,두동편백마을 힐링숲축제,자연생태,11.03~11.04,성당면 두동편백마을,대면,11,가을,2019,5,단기(2~5년),50,,50,,,,,미기재,,,,,두동편백마을,기타조직,
2023,전북특별자치도,정읍시,N,정읍 내장산 얼음축제,기타,01.13~01.17,내장산 워터파크,대면,1,겨울,2023,1,신규(1년),290,,290,,0,,,정상,0,,,,정읍시,기타조직,
2023,전북특별자치도,정읍시,N,정읍 벚꽃축제,자연생태,4월초(5일간),하천,대면,,미상,1991,33,장기(21년↑),250,,250,,0,,,정상,0,,,,정읍시,기타조직,
2023,전북특별자치도,정읍시,N,정읍 물빛축제,기타,8월 중,하천,대면,,미상,2023,1,신규(1년),290,,290,,0,,,정상,0,,,,정읍시,기타조직,
2023,전북특별자치도,정읍시,N,정읍 구절초 꽃축제,자연생태,10.05~10.15,공원,대면,10,가을,2005,19,중기(6~20년),795,,795,,197456,197456,,정상,248.4,4026,,,정읍시/정읍시구절초축제추진위원회,추진위원회,
2023,전북특별자치도,정읍시,N,솔티모시 달빛축제,자연생태,10월초(2일),솔티마을,대면,,미상,2014,10,중기(6~20년),50,,50,,0,,,정상,0,,,,솔티마을,기타조직,
2023,전북특별자치도,남원시,N,제93회 춘향제,문화예술,5.24~5.28,광한루원 및 요천로 일원,대면,5,봄,1931,93,장기(21년↑),1900,,1900,,200000,200000,,정상,105.3,9500,,,춘향제전위원회,추진위원회,
2023,전북특별자치도,남원시,N,제31회 흥부제,문화예술,10.27~10.29,"사랑의 광장,인월면",대면,10,가을,1993,31,장기(21년↑),340,,340,,22740,22740,,정상,66.9,14952,,,흥부제전위원회,추진위원회,
2023,전북특별자치도,남원시,N,지리산 뱀사골 고로쇠 약수제,자연생태,2월 중,산내면 부운리 반선추차장,대면,,미상,1989,35,장기(21년↑),15,,15,,700,700,,정상,46.7,21429,,,산내면발전협의회,기타조직,
2023,전북특별자치도,남원시,N,지리산바래봉 눈꽃축제,자연생태,1월~2월 중,운봉읍 용산리 268-6,대면,,미상,2011,13,중기(6~20년),20,,20,,0,,,정상,0,,,,운봉애향회,기타조직,
2023,전북특별자치도,남원시,N,지리산 바래봉 철쭉제,자연생태,4월말~5월초(30일정도),운봉읍 용산리 268-6,대면,,미상,1995,29,장기(21년↑),15,,15,,0,,,정상,0,,,,운봉애향회,기타조직,
2023,전북특별자치도,남원시,N,봉화산 철쭉제,자연생태,4~5월,아영면 봉화산 일원,대면,,미상,1996,28,장기(21년↑),10,,10,,0,,,정상,0,,,,흥부골아영발전협의회,기타조직,
2023,전북특별자치도,남원시,N,지리산 뱀사골 단풍제,자연생태,10월 중(1일간),지리산국립공원분소 내,대면,,미상,1977,47,장기(21년↑),10,,10,,1700,1700,,정상,170,5882,,,산내면발전협의회,기타조직,
2023,전북특별자치도,남원시,N,혼불문학 신행길 축제,문화예술,10월 중(2일간),구)서도역 일원,대면,,미상,2014,10,중기(6~20년),32,,32,,0,,,정상,0,,,,노봉혼불문학마을회,기타조직,
2023,전북특별자치도,남원시,N, 남원 막걸리축제,지역특산물,9월중(2일간),요천둔치,대면,,미상,2019,5,단기(2~5년),92,,92,,13000,13000,,정상,141.3,7077,,,남원시,기타조직,
2023,전북특별자치도,남원시,N,남원요천 벚꽃축제,자연생태,4월중(2일간),요천둔치,대면,,미상,2023,1,신규(1년),80,,80,,0,,,정상,0,,,,남원시,기타조직,
2023,전북특별자치도,남원시,N,남원요천 물놀이축제,자연생태,7~8월(30일간),요천둔치,대면,,미상,2023,1,신규(1년),90,,90,,0,,,정상,0,,,,남원시,기타조직,
2023,전북특별자치도,남원시,N,요천미디어아트 빛축제,문화예술,10월(30일간),요천둔치,대면,,미상,2023,1,신규(1년),290,,290,,0,,,정상,0,,,,남원시,기타조직,
2023,전북특별자치도,남원시,N,동동동화축제,자연생태,12월 (14일간),남원예촌일원,대면,,미상,2018,6,중기(6~20년),95,,95,,12000,12000,,정상,126.3,7917,,,남원시,기타조직,
2023,전북특별자치도,김제시,N,김제지평선축제,문화예술,10.05.~10.09.,김제시 일원(벽골제 중심),대면,10,가을,1999,25,장기(21년↑),2504,0,2504,0,156270,155270,1000,정상,62.4,16024,0.6,0,김제시지평선축제제전위원회,추진위원회,해당없음
2023,전북특별자치도,김제시,N,김제모악산축제,문화예술,04.28.~04.30.,모악산일원,대면,4,봄,2008,16,중기(6~20년),201,0,201,0,20000,20000,,정상,99.5,10050,,0,김제시,기타조직,해당없음
2023,전북특별자치도,김제시,N,지평선추억의 보리밭 축제,자연생태,05.05~05.07.,"새만금 6공구 내 원예단지, 토끼섬 일원",대면,5,봄,2010,14,중기(6~20년),100,0,40,60,55000,55000,,정상,550,1818,,0,진봉면지역발전협의회,기타조직,해당없음
2023,전북특별자치도,김제시,N,지평선광활햇감자축제,특산물,04.15~04.16.(예정),광활초등학교 일원,대면,4,봄,2008,16,중기(6~20년),60,0,50,10,2000,2000,,정상,33.3,30000,,0,지평선광활햇감자축제추진위원회,추진위원회,해당없음
2023,전북특별자치도,김제시,N,2023 꽃빛드리 축제,문화예술,04.07.~04.09.(예정),김제시민문화 체육공원 일원,대면,4,봄,2023,1,신규(1년),190,0,100,90,0,0,,정상,0,,,0,김제시,기타조직,해당없음
2023,전북특별자치도,완주군,N,W윈터푸드축제,문화예술,12.23~12.24,W푸드테라피센터,대면,12,겨울,2018,6,중기(6~20년),97,68,29,0,5700,5600,100,정상,58.8,17018,1.8,70.1,완주신활력플러스사업단,기타조직,농림축산식품부
2023,전북특별자치도,완주군,N,완주 삼례딸기 축제,특산물,03.17~03.19,삼례농협 인근 공영주차장,대면,3,봄,1997,27,장기(21년↑),80,,50,30,0,,,정상,0,,,,딸기축제 추진위원회,추진위원회,-
2023,전북특별자치도,완주군,N,제11회 와일드&로컬푸드축제,특산물,9~10월 중,완주군일원,혼합,,미상,2011,13,중기(6~20년),840,,40,800,68434,67434,1000,정상,81.5,12275,1.5,,와일드&로컬푸드축제추진위원회,추진위원회,-
2023,전북특별자치도,완주군,N,제6회 오성한옥마을 오픈가든축제,기타(주민화합),5월 중,소양오성한옥마을,대면,,미상,2018,6,중기(6~20년),32,,12,20,5000,5000,,정상,156.2,6400,,,오성한옥마을,기타조직,-
2023,전북특별자치도,완주군,N,제9회 곶감축제,특산물,12월 중,운주면,대면,,미상,2014,10,중기(6~20년),100,,70,30,4900,4900,,정상,49,20408,,,완주곶감축제제전위원회,추진위원회,-
2023,전북특별자치도,완주군,N,제1회 완주 대둔산축제,기타(주민화합),5~6월 중,완주군일원,대면,,미상,1996,28,장기(21년↑),120,,,120,0,,,정상,0,,,,,없음/미상,-
2023,전북특별자치도,완주군,N,(가칭)제1회 완주 모악산축제,기타(주민화합),4~5월 중,완주군일원,대면,,미상,2016,8,중기(6~20년),120,,,120,0,,,정상,0,,,,,없음/미상,-
2023,전북특별자치도,진안군,N,제19회 진안고원 운장산 고로쇠축제,특산물,03.11~03.12,주천면 대불리 운일암반일암 삼거광장 일원,대면,3,봄,2005,19,중기(6~20년),70,,70,,19423,19423,,정상,277.5,3604,,,진안고원 운장산 고로쇠 축제위원회,추진위원회,-
2023,전북특별자치도,진안군,N,제13회 진안고원 수박축제,특산물,07.29~07.30,동향면 체련공원 일원,대면,7,여름,2009,15,중기(6~20년),50,,50,,5000,4900,100,정상,100,10000,2,,진안고원 수박축제추진위원회,추진위원회,-
2023,전북특별자치도,진안군,N,2023 진안홍삼축제,특산물,10.07~10.09,마이산 북부 일원,대면,10,가을,2013,11,중기(6~20년),1000,30,970,,69594,64594,5000,정상,69.6,14369,7.2,3,진안홍삼축제추진위원회,추진위원회,문체부
2023,전북특별자치도,진안군,N,제5회 가족공동체 김장문화축제,특산물,11.17~11.19,진안고원시장 일원,대면,11,가을,2019,5,단기(2~5년),60,,60,,850,800,50,정상,14.2,70588,5.9,,진안YMCA(진안기독교청년회),기타조직,-
2023,전북특별자치도,진안군,N,2023 마이산 겨울동화축제,기타(주민화합),12.23~12.25,마이산 북부 일원,대면,12,겨울,2022,2,단기(2~5년),80,,80,,10000,9500,500,정상,125,8000,5,,마이산 북부상가 발전위원회,추진위원회,-
2023,전북특별자치도,무주군,N,제27회 무주반딧불축제,자연생태,09.02~09.10,무주군일원,대면,9,가을,1997,27,장기(21년↑),2390,0,2390,,73892,73892,,정상,30.9,32345,,0,무주반딧불축제제전위원회,추진위원회,-
2023,전북특별자치도,무주군,N,무주산골영화제,문화예술,06.02~06.06,"등나무운동장일원,
덕유산국립공원대집회장",대면,6,여름,2013,11,중기(6~20년),1000,,1000,,30000,30000,,정상,30,33333,,,무주 산골문화재단,재단법인,-
2023,전북특별자치도,무주군,N,안성두문낙화놀이축제,전통역사,08.04.~08.05.,무주군 안성면 두문마을,대면,8,여름,2007,17,중기(6~20년),50,0,50,,5000,5000,,정상,100,10000,,0,두문리 낙화놀이 보존회,기타조직,-
2023,전북특별자치도,무주군,N,통안마을'나비야놀자'축제,자연생태,06.16~06.25.,무주군 안성면 통안마을,대면,6,여름,2023,1,신규(1년),40,0,40,,0,,,정상,0,,,0,통안마을축제'나비야놀자'추진위원회,추진위원회,-
2023,전북특별자치도,무주군,N,무주꽁꽁놀이축제,기타(주민화합),2023.12..30~2024.01.28.,무주군 적상면 초리마을,대면,,미상,2017,7,중기(6~20년),750,0,750,,20000,20000,,정상,26.7,37500,,0,초리새마을회,기타조직,-
2023,전북특별자치도,무주군,N,고로쇠축제,기타(주민화합),2월말~3월초,무주군 설천면 구천동,대면,,미상,2023,1,신규(1년),20,,20,,0,,,정상,0,,,,고로쇠협회,공동/협회,-
2023,전북특별자치도,장수군,N,제17회 장수 한우랑 사과랑 축제,특산물,09.14~09.17,의암공원 및 누리파크 일원,대면,9,가을,2008,16,중기(6~20년),1120,0,1120,0,68882,67882,1000,정상,61.5,16260,1.5,0,사)장수한우랑사과랑축제추진위원회,추진위원회,-
2023,전북특별자치도,장수군,N,계곡과 함께하는 한여름 예술문화축제(가칭),자연생태,7~8월 중,방화동 일원,대면,,미상,2023,1,신규(1년),60,0,60,0,0,,,정상,0,,,0,장수군,기타조직,-
2023,전북특별자치도,장수군,N,제7회 번암물빛축제,자연생태,07.29~07.30,번암물빛공원,대면,7,여름,2017,7,중기(6~20년),50,0,50,0,1000,1000,,정상,20,50000,,0,번암면물빛축제추진위원회,추진위원회,-
2023,전북특별자치도,장수군,N,제4회 산서희망무지개축제,주민화합,09.02~09.03,산서체육공원,대면,9,가을,2019,5,단기(2~5년),15,0,15,0,500,500,,정상,33.3,30000,,0,산서면희망무지개축제추진위원회,추진위원회,-
2023,전북특별자치도,장수군,N,제1회 계북수박&토마토축제,특산물,07.29~07.30.,계북면,대면,7,여름,2023,1,신규(1년),15,0,15,0,0,,,정상,0,,,0,추진위원회(예정),추진위원회,-
2023,전북특별자치도,임실군,N,임실N치즈축제,특산물,10.06~10.09,"임실치즈테마파크,
임실치즈마을,임실읍일원",혼합,10,가을,2015,9,중기(6~20년),1030,30,1000,0,126613,126613,,정상,122.9,8135,,2.9,임실N치즈축제제전위원회,추진위원회,문체부
2023,전북특별자치도,임실군,N,아쿠아페스티벌,기타(주민화합),7~8월 중,임실치츠테마파크,대면,,미상,2017,7,중기(6~20년),400,0,400,0,8488,8488,,정상,21.2,47125,,0,(재)임실치즈테마파크,기타조직,-
2023,전북특별자치도,임실군,N,산타축제,기타(주민화합),12.23~12.25,임실치즈테마파크,대면,12,겨울,2017,7,중기(6~20년),400,0,400,0,63000,63000,,정상,157.5,6349,,0,(재)임실치즈테마파크,기타조직,-
2023,전북특별자치도,임실군,N,의견문화제,문화예술,050.5~05.07,오수의견공원 및 의견관광지 일원,대면,,미상,1985,39,장기(21년↑),300,,300,,50000,50000,,정상,166.7,6000,,,의견문화제전위원회,추진위원회,-
2023,전북특별자치도,임실군,N,필봉마을굿축제,문화예술,08.12~08.14,필봉농악 전수교육관,대면,8,여름,1996,28,장기(21년↑),90,,90,,1000,1000,,정상,11.1,90000,,,임실필봉농악보존회,기타조직,-
2023,전북특별자치도,임실군,N,사선문화제,문화예술,09.22~09.24,관촌사선대,대면,9,가을,1963,61,장기(21년↑),200,,200,,1000,1000,,정상,5,200000,,,사선문화제전위원회,추진위원회,-
2023,전북특별자치도,임실군,N,옥정호벚꽃축제,기타(주민화합),04.08~04.09,운암 요산공원 일원,대면,4,봄,2022,2,단기(2~5년),55,,55,,0,,,정상,0,,,,운암면지역발전협의회,기타조직,-
2023,전북특별자치도,순창군,N,제20회 옥천골벚꽃축제,자연생태,4월 중,순창경천,대면,,미상,2001,23,장기(21년↑),40,,40,,0,,,정상,0,,,,옥천골벚꽃축제제전위원회,추진위원회,
2023,전북특별자치도,순창군,N,제4회 슬로슬로 발효마을 축제,특산물,05.05~05.07,적성면 지내마을,대면,5,봄,2019,5,단기(2~5년),32,,32,,220,200,20,정상,6.9,145455,9.1,,적성슬로공동체,공동/협회,
2023,전북특별자치도,순창군,N,제18회 순창장류축제,특산물,10.13.~10.15,순창발효테마파크,대면,10,가을,2006,18,중기(6~20년),950,30,920,,70064,69564,500,정상,73.8,13559,0.7,3.2,순창장류축제추진위원회,추진위원회,문체부
2023,전북특별자치도,고창군,N,고창 청보리밭축제,자연생태,04.22~05.14,학원농장,대면,4,봄,2004,20,중기(6~20년),200,,120,80,164400,164400,,정상,822,1217,,,고창청보리밭축제위원회,추진위원회,-
2023,전북특별자치도,고창군,N,고창 복분자와수박축제,특산물,06.16~06.18,"선운산
도립공원",혼합,6,여름,2005,19,중기(6~20년),230,,200,30,142000,142000,,정상,617.4,1620,,,"고창복분자와
수박축제위원회",추진위원회,-
2023,전북특별자치도,고창군,N,고창 갯벌축제 ,자연생태,6월 중,심원만돌일원,대면,,미상,1996,28,장기(21년↑),140,,120,20,100170,100170,,정상,715.5,1398,,,"고창갯벌축제
추진위원회",추진위원회,-
2023,전북특별자치도,고창군,N,고창 바지락축제,특산물,05.05~05.07,"심원면
하전리 일원",대면,5,봄,2018,6,중기(6~20년),55,,50,5,19200,19200,,정상,349.1,2865,,,고창하전축제위원회,추진위원회,-
2023,전북특별자치도,고창군,N,고창 해풍고추축제,특산물,8월 중,해리면일원,대면,,미상,1996,28,장기(21년↑),66,,46,20,10000,10000,,정상,151.5,6600,,,해풍고추축제위원회,추진위원회,-
2023,전북특별자치도,고창군,N,고창 모양성제,전통역사,10.19~10.23(예정),고창읍성일원,대면,10,가을,1972,52,장기(21년↑),980,,910,70,70000,70000,,정상,71.4,14000,,,(사)고창모양성보존회,사단법인,-
2023,전북특별자치도,부안군,N,상서개암동벚꽃축제,자연생태,04.08~04.09,개암제,대면,4,봄,2016,8,중기(6~20년),50,,50,,21000,20000,1000,정상,420,2381,4.8,,개암동벚꽃추진위원회,추진위원회,-
2023,전북특별자치도,부안군,N,부안마실축제,문화예술,05.04-05.06,매창공원,대면,5,봄,2012,12,중기(6~20년),1100,,1100,,68000,66000,2000,정상,61.8,16176,2.9,,부안군 대표축제 추진위원회,추진위원회,-
2023,전북특별자치도,부안군,N,"제2회 바이썬비치파티
(변산바다로페스티벌)",문화예술,08.04~08.06,변산해수욕장,대면,8,여름,,,미상,270,,270,,8000,5000,3000,정상,29.6,33750,37.5,,부안군,기타조직,-
2023,전북특별자치도,부안군,N,님의뽕축제,전통역사,7~8월 중,부안댐,대면,,미상,2009,15,중기(6~20년),15,,15,,3000,3000,,정상,200,5000,,,서림신문사,기타조직,-
2023,전북특별자치도,부안군,N,부안노을축제,자연생태,10월 중,변산해수욕장,대면,,미상,2022,2,단기(2~5년),550,,550,,18000,17000,1000,정상,32.7,30556,5.6,,부안군 대표축제 추진위원회,추진위원회,-
2023,전북특별자치도,부안군,N,곰소젓갈발효축제,특산물,10월 중,곰소젓갈발효센터,대면,,미상,2004,20,중기(6~20년),120,,120,,10000,10000,,정상,83.3,12000,,,곰소젓갈발효축제 추진위원회,추진위원회,-
2023,전북특별자치도,부안군,N,부안가을愛국화축제,자연생태,10.27~11.05,미정,대면,10,가을,2011,13,중기(6~20년),150,,150,,10000,10000,,정상,66.7,15000,,,국화울타리,기타조직,-
2023,전북특별자치도,부안군,N,부안설숭어축제,특산물,12월 중,상설시장일원,대면,,미상,2007,17,중기(6~20년),60,,60,,4000,4000,,정상,66.7,15000,,,부안상설시장상인회,기타조직,-
2023,전북특별자치도,부안군,N,위도호박축제,특산물,10월중,위도해수욕장,대면,,미상,2022,2,단기(2~5년),,,,,1000,1000,,정상,,,,,위도호박축제조직위원회,추진위원회,-
2023,전북특별자치도,부안군,N,변산 해넘이축제,문화예술,12.30~01.01,변산해수욕장,대면,12,겨울,2012,12,중기(6~20년),150,,150,,10000,10000,,정상,66.7,15000,,,(사)변산지역발전협의회,사단법인,-
2023,전라남도,(광역주관),Y,2023 명량대첩축제,전통역사,09.08.~09.10.,진도~해남 울돌목일원,대면,9,가을,2008,16,중기(6~20년),1600,,1600,,151000,150000,1000,정상,94.4,10596,0.7,,명량대첩기념사업회,기타조직,
2023,전라남도,(광역주관),Y,2023 국제남도음식문화큰잔치,특산물,10.06.~10.8.,여수세계박람회장,대면,10,가을,1994,30,장기(21년↑),800,,800,,178000,150000,28000,정상,222.5,4494,15.7,,남도음식문화큰잔치,기타조직,
2023,전라남도,목포시,N,2023 유달산 봄축제,자연생태,4.8.~4.9.,유달산 및 근대역사거리 일원,대면,4,봄,1996,28,장기(21년↑),300,150,150,,0,,,정상,0,,,50,목포시축제추진위원회,추진위원회,문체부
2023,전라남도,목포시,N,2023 목포항구축제,자연생태,10.20.~10.22.,목포항 및 삼학도 일원,대면,10,가을,2006,18,중기(6~20년),1000,500,500,,209850,209850,,정상,209.8,4765,,50,목포시축제추진위원회,추진위원회,문체부
2023,전라남도,여수시,N,제31회 여수영취산진달래체험행사,자연생태,3월 중,영취산 일원,혼합,,미상,1993,31,장기(21년↑),80,,,80,0,,,정상,0,,,,여수영취산진달래축제추진위원회,추진위원회,
2023,전라남도,여수시,N,2022 여수밤바다 불꽃축제,문화예술,4월 중,이순신광장 및 장군도 앞 해상,혼합,,미상,2016,8,중기(6~20년),440,,,440,0,,,정상,0,,,,여수밤바다불꽃축제추진위원회,추진위원회,
2023,전라남도,여수시,N,제56회 여수거북선축제,전통역사,5. 5. ~ 5. 7.,종포해양공원 일원,혼합,5,봄,1967,57,장기(21년↑),900,,,900,0,,,정상,0,,,,여수거북선축제추진위원회,추진위원회,
2023,전라남도,여수시,N,제20회 거문도백도 은빛바다 체험행사,기타(주민화합),8월 중,거문도 일원,혼합,,미상,2001,23,장기(21년↑),50,,,50,0,,,정상,0,,,,거문도백도은빛바다추진위원회,추진위원회,
2023,전라남도,여수시,N,여수여자만갯벌노을체험행사,자연생태,9월 중,소라면 장척마을 일원,혼합,,미상,2009,15,중기(6~20년),60,,,60,0,,,정상,0,,,,여수여자만갯벌노을체험행사추진위원회,추진위원회,
2023,전라남도,여수시,N,여수동동북축제,전통역사,10. 21. ~ 10. 22.,"용기공원, 선소 일원",혼합,10,가을,2018,6,중기(6~20년),350,,,350,0,,,정상,0,,,,여수동동북축제추진위원회,추진위원회,
2023,전라남도,여수시,N,제27회 여수향일암일출제,자연생태,23. 12. 31. ~ 24. 1. 1.,돌산 임포마을 향일암 일원,혼합,,미상,1996,28,장기(21년↑),60,,,60,0,,,정상,0,,,,여수향일암일출제추진위원회,추진위원회,
2023,전라남도,순천시,N,제7회 순천푸드앤아트페스티벌,문화예술,9월경,원도심 일원,대면,,미상,2016,8,중기(6~20년),710,,690,20,318313,318313,,정상,448.3,2231,,,-,기타조직,
2023,전라남도,나주시,N,제7회 대한민국 마한문화제,문화예술,10월중,국립나주박물관 일원,대면,,미상,2015,9,중기(6~20년),590,,590,,120000,120000,,정상,203.4,4917,,,나주마한문화축제추진위원회,추진위원회,
2023,전라남도,나주시,N,제19회 영산포 홍어축제,특산물,4월중,영산강 둔치 체육공원 일원,대면,,미상,2003,21,장기(21년↑),170,,170,,,,,미개최,,,,,영산포홍어축제추진위원회,추진위원회,
2023,전라남도,나주시,N,제3회 천년나주목읍성문화축제,문화예술,5월중,금성관 및 나주향교 일원,대면,,미상,2019,5,단기(2~5년),100,,100,,20000,20000,,정상,200,5000,,,천년나주목읍성문화축제추진위원회,추진위원회,
2023,전라남도,광양시,N,광양매화축제,자연생태,3월중(9~10일),매화마을 일원,대면,,미상,1997,27,장기(21년↑),290,,290,,0,,,정상,0,,,,광양매화축제위원회,추진위원회,
